id;text;irony;sarcasm;topic
517665195607719936;<MENTION_1> <MENTION_2> <MENTION_3> non solo piove ma in terza ora ancora nessuno aveva asciugato <MENTION_4> #labuonascuoladeche;1;0;TW-BS
512330960986456064;<MENTION_1> prolisso forse, stizzoso boh? Certo si poteva riassumere il tutto con #labuonascuola e' una cagata pazzesca.;1;1;TW-BS
817093557077024769;<MENTION_1> <MENTION_2> Dai, magari è straniero! Cerchiamo di essere inclusivi. Da dove viene, ingegner <MENTION_2> ? La stiamo accogliendo bene in Italia?;1;1;HSC
644645524428193792;<MENTION_1>  allontanare dalle istituzioni tutti coloro che negli ultimi anni hanno avuto incarichi elettivi #portaaporta;0;0;TWITA
527348178417647616;<MENTION_1> <MENTION_2> <MENTION_3> prima di una buona scuola ci vuole una scuola libera <MENTION_4> c'è anke #Linux e voi ci siete?;0;0;TW-BS
847196241020817409;<MENTION_1> <MENTION_2> anche nel Canada di Justin Trudeau immigrati musulmani in abbondanza peggio dell'UE unica difesa Trump reggerà?;0;0;HSC
507137009643970560;<MENTION_1> <MENTION_2> <MENTION_3> ma perchè poi è andato a ripescare sto testo vecchio?Proprio ora che Renzi presenta riforma scuola;0;0;TW-BS
598926159984893953;<MENTION_1> 😂😂😂😂😂 fingerai anche tu un malore se ti dovessero beccare? 😂😂😂;1;1;TWITA
530065310880382976;<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> la buona scuola la vede solo il ministro,noi che la viviamo quotidianamente siamo miopi;1;0;TW-BS
511095713552695297;<MENTION_1> #labuonascuola siamo noi abilitati delle GI che da anni lavoriamo a scuola con PASsione #MIDAperRUOLO;0;0;TW-BS
511275030379249665;<MENTION_1> vuoi sapere la verità sulla scuola e suo docenti precari? #labuonascuola siamo noi precari che <MENTION_2> vuole rottamare;0;0;TW-BS
814577277702967297;<MENTION_1> <MENTION_2> <MENTION_3> Pisapia, un leoncavallino sposato con una rom, dopo aver rovinato Milano, vuole rovinare l'Italia?;1;1;HSC
854612496640073728;<MENTION_1> ah già le famose immigrate che costringono i clienti italiani per le strade a fare sesso con loro. Disgraziate!;1;1;HSC
835198657821556736;<MENTION_1> <MENTION_2>  È + grave il furto del cuore e cervello della gente da parte di Salvini o quello di cartone da parte delle rom?;0;0;HSC
856213656895442944;<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> Si,ma non c è più speranza.Si riuniranno TUTT… <URL>;0;0;HSC
529994642100879360;<MENTION_1> e con docenti ultra60enni altro che buona scuola#quota96scuola;1;0;TW-BS
578646717505122305;<MENTION_1> peggio_Barack Hussein Obama II pensa di imporre con ONU uno stato arabo musulmano palestinese.fanno tutto il contrario..;0;0;HSC
530654114511069184;<MENTION_1> <MENTION_2> giannini ha il coraggio di parlare ancora della buona scuola?#concorsonazionale il più bravo a copiare entra!;1;1;TW-BS
513242637001060352;<MENTION_1> #labuonascuola lascia fuori docenti con +3 anni di servizio lo sanno anche <MENTION_2> e <MENTION_3> #MIDAperRUOLO;0;0;TW-BS
530082334167822337;<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> la buona scuola necessita di progettualità e di #architetturaeducativa.;0;0;TW-BS
814410836383006721;<MENTION_1> <MENTION_2> <MENTION_3> E i tunisini alla Marzuk dove li metti? Algerini meno. Albanesi e rom se la cavano bene W Italia!;1;0;HSC
587674337269968896;<MENTION_1> E anche lui da solo si sfotte💕😂;1;0;TWITA
606176776365088768;<MENTION_1> Beppe..tu sei un grande..questi si stanno finendo di mangiare l'Italia..;0;0;TWITA
578176794773311488;<MENTION_1> <MENTION_2> beh ci sono immigrati iscritti alla Lega ��;1;0;HSC
844297555936776193;<MENTION_1> <MENTION_2> campa cavallo...m5s desidera immigrazione selvaggia e rom...il peggio della sx...;1;1;HSC
830306653014806528;<MENTION_1> con tutti i musulmani che ci sono in Francia questa emergenza terrorismo non finirà mai per i francesi pagano per i loro errori;0;0;HSC
566925522459193345;<MENTION_1> Ancora attacchi terroristici in Europa. L'Italia nel mirino. Ci sono 1000 idonei della Polizia pronti a partire a costo zero;0;0;HSC
638848920710422528;<MENTION_1> a tutto deve esistere un limite, l'ho bloccato per invidia, dev'essere troppo bello non capire un cazzo. Morivo di invidia.;1;1;TWITA
508195397928751104;<MENTION_1> <MENTION_2> <MENTION_3> Ma io una domanda feci santo il cielo! Nulla dissi a favore riforma scuola!;0;0;TW-BS
530075056886808577;<MENTION_1> <MENTION_2> La buona scuola che avanza, al peggio non c'è mai rimedio.;1;1;TW-BS
605742582950457344;<MENTION_1> grazie amico mio....cmq ti faccio sapere.....se ci rousciro'.......😂😂😂;0;0;TWITA
627424635425046528;<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> grazie caro!perseguita nel senso che sono legalmente perseguibile?😂;1;0;TWITA
616991148184354816;<MENTION_1> Tomic?! Ah perché c'è anche lui?! Non ne ne ero resa conto!;1;0;TWITA
294830945515753472;"<MENTION_1> tutto ok , accorta di nulla come al solito \""🎶se per caso cadesse il mondo io mi sposto un pò più in la🎤\"" #comelacarrà";1;0;TWITA
525283907579568130;"<MENTION_1>  #labuonascuola Ce la facciamo a far funzionare decentemente caselle email ""Istruzione"". In meno di 10.000 gg? GRAZIE!";1;1;TW-BS
520320663039393792;<MENTION_1> <MENTION_2> la scuola è fatta dai docenti. Non c'è #labuonascuola senza <MENTION_3> siamo con voi domani da MI a CT;0;0;TW-BS
601095313953320962;<MENTION_1> Puoi lasciare un like al video della mia amica <URL> e magari iscriverti al canale? ❤️;0;0;TWITA
599975237237796867;<MENTION_1> Grazie carissima. Anche a te.;0;0;TWITA
828318482848743424;<MENTION_1> Cessava l'invasione di migranti illuso prima devi pagare la Libia o fare grandi lavori a gratis poi forse bloccano qualcosa;1;1;HSC
573212240624676865;<MENTION_1> e lui parla dei migranti, pensa quanto gli frega degli italiani;1;1;HSC
834662498896867328;<MENTION_1> La cosa strana è che il Trib.di Milano ha la mirabile proprietà di distinguere i profughi dai clandestini! Mi viene da ridere!;1;1;HSC
807460847232675840;"<MENTION_1> i veri ""profughi"" da aiutare. Non i baldi giovani clandestini. Nn hanno fatto niente. Potevano inviare aiuti umanitari con aerei,";1;1;HSC
849707020341182469;<MENTION_1> i rom di Castel romano in più occasioni hanno provocato incidente con sassi ostacoli e altro. Anche questa volta? <MENTION_2>;0;0;HSC
507401530522484737;"<MENTION_1>  Dimostrazione più che eloquente, di quanto si abbia bisogno, di ""una buona scuola""!";0;0;TW-BS
572338911931961344;<MENTION_1> dite a <MENTION_2> che la ROMA è passata alla storia per i numerosi pianti fatti per giustificare le proprie sconfitte.;1;1;TWITA
603647998581702657;<MENTION_1> anche dai;0;0;TWITA
636292255981170688;<MENTION_1> lo fanno perchè gli abbonamenti, nonostante la champions, non vanno bene, secondo me;0;0;TWITA
828351834569981952;<MENTION_1> <MENTION_2> DONA UN CAZZO ALLA #LOBBYDEICAMPER dato che vibra naturalmente, e un maiale agli islamici !!!Vedrai che piacciono !;1;1;HSC
800787812559814656;<MENTION_1> ecco regaliamo una casa a tutti i rom;1;1;HSC
528862355019825152;<MENTION_1> la buona scuola è quello che è accaduto al test delle #specializzazionimediche ?Almeno prendete una posizione netta in merito;1;1;TW-BS
624663889058394112;<MENTION_1> 😂😂😂😘😂e vai alla cieca!;0;0;TWITA
598608030264078338;<MENTION_1> ti amoooooooooo capi, sei fantastico😭😘❤️ e parte della nostra storia;0;0;TWITA
595549356931035136;<MENTION_1> <MENTION_2> almeno questo uwu però voglio leggere anche altre opinioni :p;0;0;TWITA
633532203977342976;<MENTION_1> <MENTION_2> <MENTION_3> quanto e vero;0;0;TWITA
812236914879303680;<MENTION_1> Ed è andato a Milano per un motivo ben preciso, fin dagli anni Novanta è un centro logistico importante per il terrorismo.;0;0;HSC
570897884335493120;"<MENTION_1> <MENTION_2> nella vita ci vuole tanta pazienza....per fortuna l'attore <MENTION_2> è il<MENTION_3> del suo personaggio ;)";1;0;TWITA
636803499939004416;<MENTION_1> sono feticisti, con tutti questi burger, hot dog, spezzatini di proteine ricombinate. Pure il kebab mi è capitato.;1;0;TWITA
553499039405457408;<MENTION_1> ormai é un puttantour. Tutti quelli che avevano pregiudizi verso mussulmani. Si rifiutano di riflettere;1;1;HSC
817797944711802880;<MENTION_1> <MENTION_2> l'immigrazione inizio' tanti anni fa con Albanesi e Romeni,tra i quali c'era anche la t… <URL>;0;0;HSC
786138577927282688;<MENTION_1> Anche noi abbiamo la nostra via x i rom: quella dei forni della Italsider.;1;1;HSC
528611055711563776;<MENTION_1> sarebbe  utile fare anche #labuonascuola di religione visto che qualche insegnante di tale materia non sa nulla sui gay;1;0;TW-BS
614168030445219840;<MENTION_1> behh! Oggi un parente, domani a loro, anche se é già successo con attivisti, aspettiamo un pezzo grosso a 5S;1;1;TWITA
580624986265747456;<MENTION_1> un augurio di vita serena a lui, tanti auguri a te e complimenti alla mamma <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5>;0;0;TWITA
296380948247883777;<MENTION_1> ma io sinceramente vorrei essere anche sta tipa sotto il camion... u.u pur di farmi toccare da lui! Ahahahaha;1;0;TWITA
580480826296676352;<MENTION_1> L ho fatto io?! e poi ci riguarda no?!;0;0;TWITA
844984101874610176;<MENTION_1> <MENTION_2> ecco ora tutto chiaro...Europa unita dal canto,dal calcio,dalle gite pseudo culturali,e da tempo dal terrorismo👌;1;1;HSC
528954831906828288;<MENTION_1> #labuonascuola sarà la tomba della #politica di #Renzi e del #PD. Quale docente autolesionista voterà più per il PD?;1;1;TW-BS
531036539363815425;<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> quindi quella di oggi sarebbe la buona scuola. Va beh;1;0;TW-BS
637399436071669760;<MENTION_1> uno zero messo alla cazzo, uau;1;1;TWITA
569738017809829888;"<MENTION_1> <MENTION_2> se fossi la troika farei lo scherzone a Tzcapras di dirgli \""certo che te l'ho fatto il bonifico\"" e poi non farglielo";1;0;TWITA
598947637312790530;<MENTION_1> scherzi?Quelli erano italiani!Gli italiani possono emigrare!Ma anche rubare,stuprare,spacciare.Basta che non siano migranti;1;1;HSC
630127714578616320;<MENTION_1> alla fine t'han messa dentro o no?;0;0;TWITA
605843382993190913;<MENTION_1> <MENTION_2> ah beh se ci mettiamo qui a scrivere tutti i suoi slogan... Facciamo un libro...;1;1;TWITA
593531824883638274;<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> Non mi ha mai attirato il mare oltre la Sicilia e i paesi a sud della stessa😱nn so;0;0;TWITA
570514229968678912;<MENTION_1> ahahshah e quando pensi d diventare utile alla rinascita della nostra economia ...cazzo lavoro solo io ohhh .;1;1;TWITA
508287118725369856;<MENTION_1> #labuonascuola sarà la nostra scuola. Grazie;0;0;TW-BS
801322848497336320;"<MENTION_1> <MENTION_2> Morcone è sempre quello che ""chi non vuole i migranti,vada a vivere in Ungheria""?Ancora lì?";1;0;HSC
784318840926642177;"<MENTION_1> <MENTION_2> sì, positivo, ma lab""pancia"" della gggente capisce solo ""immigrati/stupri/violenza"" brexit/Trump... Altri messaggi no";1;0;HSC
582819443580878848;<MENTION_1> di naman taga bene ☺;0;0;TWITA
583130369949597696;<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> b.giorno Angela buon lavoro anche a Te un abbraccio a tt;0;0;TWITA
584814101181890562;<MENTION_1> <MENTION_2> perche la #sinistra vuole anche gli avanzi;0;0;TWITA
509001009063268352;"<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> #labuonascuola con i ""buoni docenti"", noi #idoneiconcorsone2012,faranno la nuova scuola!";0;0;TW-BS
574695163769012226;<MENTION_1> dimmi cosa devo fare;0;0;TWITA
613793145449484288;<MENTION_1> Sky Italia, so no.;0;0;TWITA
638782107108687873;<MENTION_1> <MENTION_2> oe on m'a dit, bene;0;0;TWITA
801008739478163456;<MENTION_1>  E poi vogliono i militari in strada per difendersi dagli immigrati... È questa l'Italia oggi...;0;0;HSC
584330934004162562;<MENTION_1> no, però ho letto la trama e non mi sembra male. Adesso decido, grazie mille Rory💕💕;0;0;TWITA
591207866125651970;"<MENTION_1> ... e vale anche per te ... ;-)";0;0;TWITA
847903857334251520;<MENTION_1> ma il sg pd Sa di esser in Italia e non in islam... Dei italiani frega nulla eh;1;1;HSC
528997024130424834;<MENTION_1> <MENTION_2> <MENTION_3> quella non è la buona scuola ma la scuola marketing, conquisteremo  ancora più ori per l'ignoranza;1;1;TW-BS
851475627588952064;<MENTION_1> Qui il test è cazzeggiare tutto il giorno mantenuti, quando va bene #migranti #pd;0;0;HSC
553254121323913216;<MENTION_1> 4) l'ignoranza che rende oggi tutti islamisti, ieri tutti geologi, l'altro ieri tutti sismologi ecc;1;0;HSC
580453324014665729;<MENTION_1> se mi dai la chat ti amerò ancora di più(anche se mi sembra di difficile ahah)♥;0;0;TWITA
810968100539629568;<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> un certo Adolf sarebbe utile ancora oggi con certi soggetti.. non dico altro!;0;0;HSC
513393369335484417;<MENTION_1> anche riforma scuola,con eliminazione scatti anzianità fa parte del pacchetto!;0;0;TW-BS
626871591075512320;<MENTION_1> poi anche la morte di Aiden.... <URL>;0;0;TWITA
530016636565454851;<MENTION_1> dopo il 'buon governo' berlusconiano, la 'buona scuola' renziana. La continuità dell'immobilismo.;1;1;TW-BS
623405043673395201;<MENTION_1> è  cosa notaAnche italiani hanno media superiore;0;0;TWITA
590973684350906368;<MENTION_1> Se giocassimo così ce li meriteremmo tutti 😂;1;1;TWITA
601787587351736320;<MENTION_1> <MENTION_2> <MENTION_3> ci mancherebbe. ..e se mi devo arrabbiare con tutti quelli che la vedono diversamente sarei finito;0;0;TWITA
507618594474033153;<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> e questa dovrebbe esser buona scuola?siamo a posto;1;1;TW-BS
567951520525914112;<MENTION_1> <MENTION_2> #buongiorno siamo tutti stranieri....in casa degli altri.;1;0;HSC
836180186412511232;<MENTION_1> vale anche per i campi rom, esistono soluzioni applicate con successo in altri paese, ma poi non c'è più il bersaglio <MENTION_2>;0;0;HSC
801540594363408385;<MENTION_1> Immaginate se avesse vinto le elezioni e fosse diventata presidente grazie al re del Marocco? Lasciava invadere USA da musulmania;1;0;HSC
856499691898490880;<MENTION_1> Al vivere civile devono contribuire TUTTI!Anche i tuoi amici immigrati!O loro hanno il diritto di stare a… <URL>;0;0;HSC
528648066031943681;<MENTION_1> Più insegnanti nelle scuole. Ma per fare cosa? <MENTION_2> su #labuonascuola: <URL> <URL>;0;0;TW-BS
524987266155167744;<MENTION_1> <MENTION_2> alla Consultazione su #labuonascuola! <URL> <URL> <URL>;0;0;TW-BS
567086108941770752;"<MENTION_1> terroristi sparano in Francia, rifuggono in Italia, \""mercia\"" umana bruciata viva chiama guerra. Europa riscalda le spalle.";1;1;HSC
592614138922295296;<MENTION_1> Duetto meraviglioso🎶👍Fantastico video😍Guardo già 45 volte..😜😊Seguimi per favore💖Ti prego,amore mio😘 <URL> х29;0;0;TWITA
632891541208592384;<MENTION_1> <MENTION_2> Avrei voluto studiare e scoprire tutto ciò io! Un genio complimenti!;0;0;TWITA
531125128047112192;<MENTION_1> hai visti che oggi tutti i pezzi grossi de #labuonascuola sono in giro a fare dibattiti? Confindustria é così radicata?;1;0;TW-BS
835515539858550784;"<MENTION_1> Oppure attendiamo che agli ""organi competenti"" venga svaligiata casa dagli stessi rom prima che si attivino per fare qcs?";1;1;HSC
810072625762467841;<MENTION_1> Sì è al secondo ciclo, reinventata da Salvini. Prima Roma ladrona, poi la crisi, adesso No€ e tutti a casa gli immigrati.;1;1;HSC
850807870123909122;<MENTION_1> Non si può più girare in Italia, i  bastardi #pd hanno accelerato invasione di africani e musulmani. Uno schifo #gentiloni;0;0;HSC
507483400878710784;<MENTION_1> <MENTION_2> Sua nipote sarà sottomessa ai presidi, obbligata a fare rubasupplenze abiltati in GI (p.25 #labuonascuola);0;0;TW-BS
618335912993419264;<MENTION_1> Foto BELLISSIMA! Un Buongiorno grintoso anche a te 😘;0;0;TWITA
636408358220759040;<MENTION_1> Gli abbracci continuano a stringerci anche molto tempo dopo.Lasciano ecchimosi permanenti sull'anima.Baci <URL>;0;0;TWITA
839063267582623744;<MENTION_1> Vallo a dire alla protettrice dei rom, Diana Pavlovic! 😤😤😤;1;1;HSC
521615443216576513;<MENTION_1> <MENTION_2> <MENTION_3> A chi ci chiede che scuola vorremmo:qui la risposta #labuonascuola è inutile, umana e giovane;0;0;TW-BS
530234678058680320;<MENTION_1>  La buona scuola? Dovrebbe scaturire da una buona politica...Vieni a vedere la realtá...;1;1;TW-BS
511472055838314496;<MENTION_1> <MENTION_2> #tfaordinario ESSERE GIOVANI IN ITALIA È UNA COLPA?PERCHÉ NE #labuonascuola IO NON ESISTO!? <URL>;0;0;TW-BS
507150100507156481;"<MENTION_1> #labuonascuola #Costituzione e Educazione Civica nelle aule per istruire alla ""vita activa"" e debellare la disaffezione.";0;0;TW-BS
507242506170695680;<MENTION_1> #labuonascuola inizia dalle basi...Considerate la #TerzaFascia la feccia della scuola, eppure... <URL>;0;0;TW-BS
519352667676880896;"<MENTION_1> #Quota96Scuola che buona scuola è mai questa,con questo pensiero fisso che ci assilla""Perché questo accanimento contro di noi?""";0;0;TW-BS
507426742798413825;<MENTION_1> bel programma #labuonascuola ma come è possibile per noi giovani andare a scuola senza avere i soldi per il pane?;0;0;TW-BS
577747430244007936;<MENTION_1> Bello il #camouflage di #Expo2015.  Una delle più grandi supercazzole della storia dell'umanità. Un altro dei suoi #miracoli!!!;0;0;TWITA
532211012356030464;<MENTION_1> ma chi ha fatto la buona scuola... pagliuzza contro trave;1;0;TW-BS
513970199234490368;"<MENTION_1> Presidente, di ""buona scuola"" qui c'è poco: niente mensa, direttive per mandare (noi) solo un panino come pranzo. 6-13 anni!!";0;0;TW-BS
507150776360517632;<MENTION_1> RICORDARSI di interpellare educatori, non personale scuola, non riconosciuti e calcolati, fanno scuola, spesso #labuonascuola;0;0;TW-BS
526724943124639744;<MENTION_1> se riesco a fare l'insegnante nonostante #labuonascuola sono un'eroina non una sfigata! #tfaordinario #Leopolda5;1;1;TW-BS
523611002341179392;<MENTION_1> un miliardo di euro per #labuonascuola.La copertura finanziaria per i posti dei #vincitorisenzacattedra 2012 che fine ha fatto?;0;0;TW-BS
511600899148767232;<MENTION_1> Una buona scuola? Il coraggio di azzerare tutto!  negli ultimi 20 anni la meritocrazia non è mai esistita! è tutto un bluff!!!;0;0;TW-BS
529987889179148288;<MENTION_1> bene concentrarsi su #labuonascuola, nel frattempo <MENTION_2> sta distruggendo l'università #testmedicina #iltestnonsitocca;1;1;TW-BS
855171882169114624;<MENTION_1> <MENTION_2> Bravo Matteo bisogna parlare chiaro! Stop islam e forza Marine Le Pen;0;0;HSC
832311342686167041;<MENTION_1> posso sempre abbronzarmi o temi che diventa troppo simile ai migranti e poi non mi fai entrare a Milano?;1;1;HSC
782647705671794688;<MENTION_1> potr.assumerlo come guardia del corpo liberando un ragazzo della scorta per ogni islamico di questi, visto che li apprezza;1;0;HSC
843139376456650752;<MENTION_1> tutti braaaaaavi i rom, tutti rifugiati politici i migranti ...;1;1;HSC
831536055820095488;<MENTION_1> Abbiamo di tutto di + anche finti mussulmani che fanno le vittime uhhhhhhhh,finti terroristi.......una fiction.........;1;1;HSC
507890847569170432;<MENTION_1> <MENTION_2> renzi. Sei proprio bravo a prenderci in giro ti anno proprio fatto una buona scuola;1;1;TW-BS
529969455640875008;<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> se lavora x i marò come x #labuonascuola siamo messi #bene;1;1;TW-BS
507098316820471808;<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> x noi solo tanta rabbia #Quota96Scuola come fare #labuonascuola con insegnanti vecchi e delusi?;0;0;TW-BS
520661040070402048;<MENTION_1> #labuonascuola parte anche dal bellunese :-) Grazie, Simona! <MENTION_2> <MENTION_3> <MENTION_4> <URL>;0;0;TW-BS
523166525948448769;<MENTION_1> <MENTION_2> sarò pure cattivo ma almeno non sostengo le menzogne de #labuonascuola che soffocano scuola pubblica italiana;0;0;TW-BS
620483547426590720;<MENTION_1> a Expo Milano 2015 si parli del Festival di Yulin <URL>;0;0;TWITA
511497631953330176;"<MENTION_1> ""ti aggiorneremo sull'avvio della consultazione"" Sto ancora aspettando #labuonascuola";1;0;TW-BS
507112289921925120;<MENTION_1> #labuonascuola è anche #scuoleaperte! Bene! <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6>;0;0;TW-BS
528815077387157504;<MENTION_1> ma dov'è la buona scuola?!? FATEVI FURBI! <MENTION_2> <MENTION_3> dimissioni!;1;1;TW-BS
530031800689909761;<MENTION_1> se volete fare #labuonascuola come avete organizzato questo #tfa2014 é meglio che state fermi per il bene dell'istruzione!;1;1;TW-BS
524980491498561536;"<MENTION_1> semplicissimo, la buona scuola è quella che assume docenti preparati che ""docere ludens"", insegnano giocando";0;0;TW-BS
531949173634265088;<MENTION_1> poi spiegami come ha fatto uno che fino a 6 mesi fa non sapeva nulla di scuola a crivere #labuonascuola .;0;0;TW-BS
511070090310455296;<MENTION_1> <MENTION_2> tipo la buona scuola. Il merito prima di premiarlo occorre definirlo. Ma soprattutto motivarlo.;0;0;TW-BS
616605379217256452;<MENTION_1> Mah...lei parla con tanta prosopopea! Emette sentenze basate su...punti di vista di tutti suoi e non su dati di fatto!!!;0;0;TWITA
605361169419902976;<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> anche io!!!!;0;0;TWITA
619153325028732928;<MENTION_1> vi piacerebbe fare un duetto con Emma Marrone?💕 #seitulamiacittà x8;0;0;TWITA
583313480167604224;<MENTION_1>  NA NA NA  che ti sei fumato amore?;1;1;TWITA
585146587019612160;<MENTION_1> In Italia? Da noi la privacy è garantita dall'assenza di strutture.;1;1;TWITA
575772201556799488;<MENTION_1> 3. Se avessi la certezza che un giorno ti abbraccerò, aspetterei tutta la vita.;0;0;TWITA
851535635399802881;<MENTION_1> Mi riferivo alla rom che uccise Vanessa 😡;0;0;HSC
637033990801784832;<MENTION_1> era quella che volevo fare. grazie 😘;0;0;TWITA
826322243261177856;<MENTION_1> <MENTION_2> <MENTION_3> Da non crederci che siano immigrati 😂Sono tutti o quai premi Nobel 😂😂;1;1;HSC
574119763460362240;"<MENTION_1> Product placement.\""Un milione di migranti pronti a partire\""\""Anche per il mese di marzo FUORI TUTTO\"" <URL>";1;0;HSC
575043836172451840;<MENTION_1> sono l'amore quei due❤️;0;0;TWITA
855663990059433984;<MENTION_1> <MENTION_2> parlavo delle risorse governative che pagano la pensione a #librandi me ne fotto dei rom e di tutti i buonisti di 💩;0;0;HSC
597175789709369346;<MENTION_1> si deve sciogliere con l'acido e poi si pulisce tutto con lisoform e candegina;0;0;TWITA
519582301789769728;<MENTION_1> avevamo una buona scuola...ora buone macerie.... <MENTION_2>;1;0;TW-BS
528575831267102720;<MENTION_1> #labuonascuola sarà la tomba della politica di #Renzi e del #PD. Quale docente voterà più per il PD? Solo la moglie di Renzi.;1;0;TW-BS
624668904288321536;<MENTION_1> grazie sogni d'oro;0;0;TWITA
585500408380006401;<MENTION_1> me lo procuro per la prossima volta, grazie. :);0;0;TWITA
508186964143927296;<MENTION_1> <MENTION_2> tutti pronti con pomodori e uova marce per ringraziarlo de #labuonascuola;1;1;TW-BS
507848272757923840;"<MENTION_1>  Sconcertati per la mancata reintroduzione della GEOGRAFIA nel documento della ""buona scuola"". <MENTION_2> <MENTION_3>";0;0;TW-BS
622395581793746944;<MENTION_1> Mira quin vi he trobat a Roma... <URL>;0;0;TWITA
587735940115918848;<MENTION_1> Fedriga, diceva Gentilini: gli stranieri extracomunitari? Bisognerebbe vestirli da leprotti per fare pim pim pim col fucile;1;1;HSC
594836423590715392;<MENTION_1> ciao, scusami se ti disturbo, ma potresti rt il link <URL> ? grazie mille! 💕 scusa se te l'ho già chiesto✨;0;0;TWITA
507102552362864640;<MENTION_1> #labuonascuola in #Italia è cominciare a cercare lavoro a 18 anni <MENTION_2> <MENTION_3>;1;0;TW-BS
811535782032928768;<MENTION_1> ancora documenti...sono distratti questi terroristi;1;0;HSC
784438242514984961;<MENTION_1> Giusta l'indignazione dell'immigrato:non è forse lui che paga la pensione all'anziana signora? Povera Italia!;1;0;HSC
821649645449465856;<MENTION_1> Tutti al governo sano!Una immigrazione sfrenata e irresponsabile!Sapete chi governa a <MENTION_2> ??Vi mando la foto🐴🇮🇹🙏;1;1;HSC
581101238332342272;<MENTION_1> no non sto giù perché ormai c'agg fatt o'call😉....poi oh ce stai tu pronta a soccorrere come ora😜 grazie 😘;1;0;TWITA
532196808421023744;<MENTION_1> #labuonascuola l'avesse proposta Berlusconi Radio3 avrebbe fatto una bagarre grande come una casa. DELUSO.;1;1;TW-BS
511922733299826688;<MENTION_1> che sciopero è contro linee guida sulla riforma della scuola? #labuonascuola #loscioperoignorante;0;0;TW-BS
854484440667521024;"<MENTION_1> quindi 2/2 il nomade subappalta il posto per elemosina al ""richiedente asilo"" ovvero ""utente"" della coop <MENTION_2>";1;0;HSC
621997995278626816;<MENTION_1> ohw, grazie mille :);0;0;TWITA
603205611485007873;<MENTION_1> vai ficar quanto tempo ai?;0;0;TWITA
810162622117060608;<MENTION_1> <MENTION_2> milano non si faccia sfuggire simil campionedell' islam,se no si arrabbia maometto;1;0;HSC
